name,Target,Common name / Synonyms,Developer,Clinical domain,Clinical indication,Development status,Monoclonal Antibody (mAb),Linker,Drug/Payload,Cleavage Mechanism/MOA,Notes,References,Clinical Trials,Drug description,Species,Trade/Property Name,Development Technology,International Nonproprietary Name,INN Proposed / List and Year,INN Number,INN Recommended / List and Year,CAS,UNII (FDA),Expression system,Molecular Formula,Molecular Weight,Patents,Regulatory decisions,Origin clone species,NDC Code,Exact Mass,Additional Find Terms,Specificity target name,Molecular Formula: Description,Application,Regulatory agency status and year,Highlight of Prescribing Information,PubChem Structure,MeSH Unique ID,MeSH Heading,Monoisotopic Mass,Molecular Formula: Biological Sequence,Summary of Product Characterization
PCA062 (PCA-062),"P-cadherin; a cell-surface protein and member of the cadherin family, is overexpressed in a variety of tumors and plays a role in cell adhesion, motility, invasion, and proliferation.",PCA062 PCA-062,ImmunogGen and Novartis,Oncology,P-cadherin-positive cancers; Triple negative breast cancer (TNBC); Head & neck cancer; Esophageal cancer.,Phase I,,,,,,,,,,,"Following intravenous infusion, PCA062 binds to and inhibits the activity of p-cadherin. Inhibition of the activity of p-cadherin may inhibit both invasion and proliferation of p-cadherin expressing tumor cells.",,,,,,,,,,,,,,,,,,,,,,,,,,
PEN-221,Somatostatin receptor 2;  SSTR2 ,PEN-221; BTP-227;  PEN221,Tarveda Therapeutics ,Oncology,Neuroendocrine; Small cell lung cancers,Phase I; Phase IIa,An SSTR2 targeting ligand ,An optimized cleavable linker ,"DM1 (emtansine), a thiol-containing maytansinoid ",DNA cross linking agents; DNA synthesis inhibitors;  Somatostatin receptor 2 modulators ,,,PEN-221 in Somatostatin Receptor 2 Expressing Advanced Cancers Including Neuroendocrine and Small Cell Lung Cancers - NCT02936323  https://clinicaltrials.gov/ct2/show/NCT02936323 ,"PEN-221 is a miniature drug conjugate consisting of a peptide ligand that is highly selective in targeting the somatostatin receptor 2 (SSTR2), joined through a cleavable linker to the potent cytotoxic payload DM1. SSTR2 is over expressed on the cell surface of solid tumors including Neuroendocrine Tumors (NETs), Small Cell Lung Cancers (SCLC) and metastatic castrate resistant prostate cancer. There remains an unmet medical need in these patient populations. In non-clinical experiments, PEN-221 binds with high affinity and selectivity to SSTR2. On binding, PEN-221 triggers SSTR2 internalization resulting in the accumulation of the DM1 payload in tumor cells followed by cell cycle arrest and apoptosis. PEN-221 achieves complete and durable regressions in multiple SSTR2 xenograft mouse models. ",,,Tarveda Pentarin platform; Miniaturized-drug conjugates ,,,,,,,,,,,,,,,,,,,,,,,,,,
PEN-866,Heat Shock Protein 90 (HSP90) ,PEN 866 HDC SN-38 PEN866 PEN-866 STA-12-8666 STA-8666,Tarveda Therapeutics,Oncology,Advanced solid tumors,Phase I/IIa ,Heat Shock Protein 90 (HSP90) Ligand (a chaperone protein),An optimized cleavable linker,SN-38 (irinotecan metabolite 7-ethyl-10-hydroxy-camptothecin),,,,PEN-866 in Patients With Advanced Solid Malignancies - NCT03221400 https://clinicaltrials.gov/ct2/show/NCT03221400,"PEN-866 is a miniature drug conjugate that selectively binds to the intracellular target Heat Shock Protein 90 (HSP90) and is linked to a topoisomerase 1 inhibitor payload (SN-38).  PEN-866 accumulates and is retained in tumors. With SN-38 cleaved over time, there is a sustained release of SN-38, resulting in prolonged DNA damage and tumor regressions in multiple patient-derived and other xenograft tumor models.   PEN-866 is the first miniature drug conjugate from Tarveda’s HSP90 binding drug conjugate platform.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF 06263507 (A1-mcMMAF | Anti-5T4 monoclonal antibody  | PF-06263507 | PF06263507),5T4,PF 06263507;  A1-mcMMAF; Anti-5T4 monoclonal antibody; PF-06263507; PF06263507; A1-mafodotin,Oxford BioMedica; Pfizer (Wyeth),Oncology,Solid tumors,Phase I Status: This program has been discontinued (2015),,A non-cleavable maleimidocaproyl linker,Monomethyl auristatin F (MMAF),Tubulin polymerase inhibitor; apoptosis stimulants; mitosis inhibitors.,In completed clinical trial this investigational agent did not show  an objective response at doses up to 6.5 mg/kg. ,,http://adc.expert/1KIkhUI,,Humanized,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF-06647263 (anti-EFNA4-ADC),Ephrin-A4 (EFNA4),"PF-06647263 EFNA4-ADC,  anti-EFNA4-ADC",Pfizer,Oncology,Metastatic Triple Negative Breast Cancer (mTNBC),Phase I,hE22,Hydrazone cleavable linker,Calicheamicin,,,,Phase I,,Humanized,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF-06650808 (Anti-NOTCH3 ADC),Notch3 (Neurogenic locus notch homolog protein 3),PF06650808; PF-06650808;  PF-6650808; Anti-NOTCH3-ADC ,Pfizer (Wyeth),Oncology,Solid tumors; Triple negative breast cancer (TNBC); Ovarian cancer; Non-small  cell  lung  cancer (NSCLC),"Phase I; On February 3, 2017,  Pfizer suspended participant recruitment in a phase I trial in Solid tumours (Late-stage disease) in USA.  And later discontinued the program.",,,Auristatin-based cytotoxic agent,Notch-3 receptor antagonists,,,Phase I,,Humanized,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF-06664178 | PF06664178 | PF 06664178,TROP2; a cell-surface glycoprotein overexpressed in a variety of late stage epithelial carcinomas with low to no expression in normal tissues.,PF-06664178; PF06664178; PF 06664178; RN927C,Pfizer (Wyeth),Oncology,"Solid tumors; Non Small Cell Lung Cancer ovarian cancer, and breast cancer ",This program has been discontinued in phase-I for Solid tumors (Late-stage disease) in USA. (2016),,,"PF-06380101, a novel cytotoxic Dolastatin 10 analogue.",,Overall poor results in clinical trials.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF-06688992 | PF06688992,Ganglioside GD3; a surface antigen expressed on many malignant melanoma cells,GD3 ADC;  PF-06688992; PF06688992 ,Memorial Sloan-Kettering Cancer Center;  Pfizer ,Oncology; Hematology,Multiple myeloma ,Phase I,,,,Ganglioside inhibitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF-06804103 (Anti-NG-HER2 ADC),HER2 (human epidermal growth factor receptor 2),PF-06804103 PF 06804103 Anti-NG-HER2 ADC,Pfizer,Oncology,(Metastatic) Solid tumors; Breast cancer; Gastric cancers.,(Early) Preclinical,,Cleavable valine-citrulline- linker,Anti-Trop2 Aur0101,,"Based on preclinical studies, the activity of the anti-NG-HER2 ADC shows increased infiltration of CD8 positive effector cells, an essential component for immuno-oncology (IO) efficacy, in a syngeneic HER2 overexpressing model. This property potentially allows the combination of the ADC with IO drugs to improve the long-term, overall survival.",,,A site-specific anti-HER2 ADC,,,A cleavable and permeable linker-payload.,,,,,,,,,,,,,,,,,,,,,,,,,,
PSMA-ADC,"FOLH1 (folate hydrolase, prostate specific membrane antigen, PSMA) ",PSMA-ADC,"Progenics Pharmaceuticals, Inc. (Tarrytown NY USA)",Oncology,Prostate cancer and Glioblastoma Multiforme (GBM),Phase I / Phase II,,Valine–citrulline (valine-citrulline dipeptide linker),Monomethyl Auristatin E (MMAE),Tubulin polymerase inhibitor  ,,,http://adc.expert/1zGd3EK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patritumab Deruxtecan | U3-1402 | HER3 ADC,HER3-positive (human epidermal growth factor receptor HER3 (ErbB3). ,U3-1402 U3-1402A Anti-HER3 antibody-drug Conjugate,Daiichi Sankyo  The antibody part is developed in collaboration with Amgen.,Oncology,Solid tumors; Non-small cell lung (NSCLC) and breast cancer,Phase I (NSCLC) Phase I/II (Breast Cancer),"IgG1 - kappa  Patritumab, also known as AMG 888 and U3-1287","Peptide cleavable linker.  The antibody is covalently conjugated, via cysteine residues, through a tumor selective cleavable linker to the payload.","Deruxtecan, DX-8951 derivative (DXd, topoisomerase I inhibitor), a camptothecin derivative  On an average of 8 cysteinyl ",,"For the deruxtecan part, please refer to the prop.INN List 116, published in the WHO Drug Information, Vol.30, No.4, 2016.",,"NCT02980341 - https://clinicaltrials.gov/ct2/show/NCT02980341  Also studied in  in patients with metastatic EGFR-mutated, tyrosine kinase inhibitor–resistant NSCLC NCT03260491 - https://clinicaltrials.gov/ct2/show/NCT03260491","The investigational agent is directed against the extracellular domain of HER3.  U3-1402 uses the same linker-payload system of trastuzumab deruxtecan, exhibits a high drug-to-antibody ratio (DAR) of 7:8 and has shown bystander effect due to its highly membrane-permeable payload",Homo sapiens,,,Patritumab Deruxtecan ,121 | 2019,11093 (Primary),83 | 2020,2227102-46-5,3XPI7EG4W8,CHO (Chinese Hamster Ovary) cells,,,,,,,,,,,,,,,,,,,
Pinatuzumab vedotin | RG-7593 | DCDT2980S | DCDT-2989S,"CD22 (Sialic acid binding Ig-like lectin 2, SIGLEC2, SIGLEC-2, B-lymphocyte cell adhesion molecule, BL-CAM, Leu-14) ",ACD22-VCMMAE; DCDT2980S; FCU2803; RG-7593; RO5541072-000.,"Genentech / Roche, F. Hoffmann-La Roche (Roche)",Oncology | Hematology,Non-Hodgkin's lymphoma (NHL); Diffuse large B cell lymphoma (DLBCL); Chronic lymphocytic leukemia (CLL); B cell lymphoma,Phase I / Phase II This program has been discontinued (2015),IgG1 - kappa,A cleavable maleimidocaproyl-valyl-citrullinyl-p-aminobenzyloxycarbonyl (mc-val-cit-PABC) type linker.   An average of 3-4 cysteinyl ,Monomethyl Auristatin E (MMAE),Protease cleavage/Tubulin polymerase inhibitor  ,A different agent (Polatuzumab vedotin) showed a better  response rates in Romulus trial ( https://adcreview.com/news/polatuzumab-vedotin-and-pinatuzumab-vedotin-rituximab-generally-well-tolerated-with-similar-toxicity-profiles/ ) ,,http://adc.expert/1EeYQDo,,Humanized,,,Pinatuzumab vedotin ,108 |  2012,9713,70 | 2013,1313706-14-7,UNII-6KA1906BLC,,C68-H106-N11-O15-S,1349.7134,,,,,,,,,,,,,,,,,
Polatuzumab vedotin | Polivy™ | RG-7596 | DCDS4501A | DCDS-4501A,CD79b | immunoglobulin-associated CD79 beta,ACD79B-VCMMAE; DCDS4501A; FCU2711; RO5541077-000.,"Genentech / Roche, F. Hoffmann-La Roche",Oncology | Hematology,Diffuse Large B-Cell Lymphoma (DLBCL) / B-cell malignancies / Chronic lymphocytic leukemia (CLL) / Non-Hodgkin's lymphoma (NHL),Conditional approved,IgG1 - kappa,A cleavable maleimidocaproyl-valyl-citrullinyl-p-aminobenzyloxycarbonyl (mc-val-cit-PABC) type linker.   An average of 3-4 cysteinyl ,Monomethyl Auristatin E (MMAE),Protease-cleavable peptide linker/Tubulin polymerase inhibitor ,,,http://adc.expert/1DwtZ6O,https://www.adcreview.com/polatuzumab-vedotin-drug-description/  Dosage Forms Available: single-dose vials containing 140mg of Polivy for intravenous (IV) infusion after reconstitution and dilution,Humanized,Polivy™,,Polatuzumab vedotin  Polatuzumab vedotin-piiq ,108 | 2012,9714,70 | 2013,1313206-42-6,UNII-KG6VO684Z6,,C68-H106-N11-O15-S,1349.7134,,"FDA Orphan drug designation in Diffuse large B cell Lymphoma (DLBCL) on December 12, 2016  -  Conditionally approved in combination with bendamustine + rituximab (Rituxan®; Genentech/Roche)  for the treatment of adults with relapsed or refractory (R/R) diffuse large B-cell lymphoma (DLBCL) on June 10, 2019",,,150kDa,,,,,"Conditionally approved (June 10, 2019)",https://www.gene.com/download/pdf/polivy_prescribing.pdf,,,,,,
Praluzatamab Ravtansine | CX-2009,"CD166 (activated leucocyte cell adhesion molecule, ALCAM)","CD166 AADC, CD166 PDC, CX-2009 ADC CX-2009",CytomX Therapeutics ImmunoGen (Originator),Oncology,CD166-postitive solid tumors,"Clinical trials, Phase I/II",IgG1 - kappa A recombinant antibody targeting the tumor-associated antigen (TAA) CD166,Reducible SPDB linker [N-succinimidyl 4-(2-pyridyldithio)butanoate] ,Maytansinoid (DM4; N2'-deacetyl-N2'-(4-mercapto-4-methyl-1-oxopentyl)-maytansine)  On an average of 3-4 lysyl,,"Updated Phase I results of Praluzatamab Ravtansine | CX-2009 in selected tumor types were announced at ASCO 2020  demonstrating durable clinical activity in HER2 negative (HER2-) breast cancer.   Preliminary pharmacokinetic (PK) data showed that CX-2009 circulates predominantly intact at all doses and PK is not strongly influenced by target-mediated drug disposition or anti-drug antibodies (ADAs)  In December 2019, CytomX initiated a Phase II expansion study in patients with hormone receptor (ER, PR) positive, HER2- breast cancer.",,PROCLAIM-CX-2009: A Trial to Find Safe and Active Doses of an Investigational Drug CX-2009 for Patients With Selected Solid Tumors - NCT03149549  https://clinicaltrials.gov/ct2/show/NCT03149549,"Praluzatamab Ravtansine is a probody-drug conjugate (PDC) composed of a recombinant antibody targeting the tumor-associated antigen (TAA) CD166, which is masked by a cleavable masking peptide, and conjugated to the cytotoxic agent maytansinoid DM4, with potential antineoplastic activity.   Following administration of praluzatamab ravtansine and migration to the tumor microenvironment (TME), the cleavable masking peptide, which prevent anti-CD166 antibody binding to the CD166 expressed on both normal cells and tumor cells, is proteolytically cleaved by tumor-associated proteases that are specifically present in the TME. This enables the anti-CD166 antibody moiety of CX-2009 to selectively bind to, be internalized by, and deliver DM4 into CD166-expressing tumor cells. Following internalization, DM4 is released, binds to tubulin and disrupts microtubule assembly/disassembly dynamics, resulting in inhibition of cell division and cell growth of CD166-expressing tumor cells. The masking peptide prevents binding of the anti-CD166 antibody to CD166 in normal tissues, thereby minimizing toxicities. ",Humanized,,,Praluzatamab Ravtansine,121 | 2019,10939,83 | 2020,2145115-85-9,RD2I59M9FC,CHO (Chinese Hamster Ovary) cells,,,,,,,,,,,Solid tumors,,,,,,,,
Promiximab duocarmycin,CD56,,"State Key Laboratory of Biotherapy and Cancer Center/Collaborative Innovation Center for Biotherapy, West China Hospital, West China Medical School, Sichuan University, Chengdu 610041, P.R. China",Oncology,Solid tumors - Small cell lung cancer (SCLC),preclinical,hIgG1 anti-CD56 antibody promiximab ,Conjugated via reduced interchain disulfides.  valine-citrulline-seco,A DNA alkylating duocarmycin analog.  On an average DAR (Drug-to-Antibody Ratio) of about 2.04,,,"Yu L, Lu Y, Yao Y, Liu Y, Wang Y, Lai Q, Zhang R, Li W, Wang R, Fu Y, Tao Y, Yi S, Gou L, Chen L, Yang J. Promiximab-duocarmycin, a new CD56 antibody-drug conjugates, is highly efficacious in small cell lung cancer xenograft models. Oncotarget. 2017 Dec 26;9(4):5197-5207. doi: 10.18632/oncotarget.23708. PMID: 29435172; PMCID: PMC5797043.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5-Drug Conjugate,,,Alteogen,Oncology,Ovarian Cancer,Early pre-clinical,,,,,,,,,,,"Alteogen’s NexMab™ , Antibody-drug Conjugate technology",,,,,,,,,,,,,,,,,,,,,,,,,,
RC108,c-MET,,"Remegen Biosciences (Shandong China), Yantai Rongchang Biological Engineering (manufactured by MabPlex)",Oncology,Solid tumors,Phase I (China),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC118,Undisclosed,,"Remegen Biosciences (Shandong China), Yantai Rongchang Biological Engineering (manufactured by MabPlex)",Oncology,Solid Tumors,IND Enabling Trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC88,Mesothelin,,"Remegen Biosciences (Shandong China), Yantai Rongchang Biological Engineering (manufactured by MabPlex)",Oncology,Mesothelioma Bile Duct Carcinoma Pancreatic cancer Lung Adenocarcinoma Ovarian Cancer other Solid Tumors ,Phase I (in China),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGN2878-DM1 (Anti-PRLR-ADC),Prolactin Receptor (PRLR); a type 1 cytokine receptor,REGN2878-DM1; Anti-PRLR-ADC; Anti-Prolactin Receptor (PRLR) antibody-drug conjugate ,Regeneron ,Oncology,Breast Cancer,,High-affinity function-blocking anti-PRLR IgG1 antibody (REGN2878),Non-cleavable SMCC linker,Cytotoxic maytansine derivative DM1,,,,,REGN2878-DM1 blocks PRL-mediated activation in vitro and is rapidly internalized into lysosomes.,Fully Human,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGN3124-PBD,Epidermal Growth Factor Receptor variant III (EGFRvIII),REGN3124-PBD,"Regeneron Pharmaceuticals, Tarrytown, NY",Oncology,Glioblastoma Multiforme (GBM),Pre-clinical,REGN3124,Tesirine (SG3249) linker payload A cathepsin B-cleavable valine-alanine linker,Pyrrolobenzodiazepine (PBD) dimer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG-7598 (DFRF 4539A / RG7598 / RG 7598),,,Genentech/Roche,Oncology,Multiple myeloma,"Phase I (multicenter, open-label, dose-escalating study)  Stage:  - Discontinued Phase I for refractory metastatic multiple myeloma in USA (July 2014)",,,Monomethyl auristatin E (MMAE),Tubulin polymerase inhibitors; Tubulin inhibitor; Mitosis inhibitors,,,http://adc.expert/1AUqLVp,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG-7841 (Anti-Ly6E / DLYE5953A),Lymphocyte antigen 6 complex locus E (LY6E),Anti-Ly6E DLYE5953A Lymphocyte antigen 6 complex Locus E RG-7841,Genentech/Roche (in collaboration with Seattle Genetic),Oncology,Solid Tumors Breast Non Small Lung Cancer,Phase I,,,,Apoptosis stimulants; GPI-linked protein inhibitors; Mitosis inhibitors; Tubulin inhibitors; Tubulin polymerisation inhibitors,,,,https://adcreview.com/anti-ly6e-rg7841-drug-description/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RG7986,,,Genentech/Roche,,Non-Hodgkin lymphoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN765C,"Epidermal growth factor receptor (EGFR), a member of the ErbB family of type I receptor tyrosine kinases.",RN765C,Pfizer/Rinat,Oncology,"Metastatic colorectal cancer, Metastatic non-small cell lung cancer, and  Head and neck cancer",,"A humanized anti-EGFR hIgG1 antibody,",AcLys-VC (valine-citruline)-PABC (cleavable linker),"PF-06380101 (Aur0101), an auristatin microtubule inhibitor (a cytotoxic Dolastatin 10 analogue)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN927C,"Trop-2, also known as TACSTD2, EGP-1, GA733-1, and M1S1",RN927C,Pfizer/Rinat,Oncology,"Pancreatic, lung, ovarian, and triple-negative breast tumor types",,A humanized anti-Trop-2 hIgG1 antibody.,AcLys-VC-PABC; site-specific transglutaminase-mediated conjugation ,"A proprietary microtubule inhibitor (MTI) linker-payload, PF-06380101 (a Dolastatin 10 analogue) linked at the C-terminus of the antibody heavy chain via an enzymatic process.","Upon binding to the extracellular portion of Trop-2 on the cell surface, RN927C is internalized and traffics to lysosomes. After being processed by the lysosomal proteases, the payload PF-06380101 is released and induces cell-cycle arrest, resulting in cell death",,https://mct.aacrjournals.org/content/15/11/2698.long,,,,,,,,,,1436391-86-4 ,,,C39H62N6O6S,743.01,,,,,,,,,,,,,,,,,
